timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-12T16:36:39,VGG16_split_after_block3_Laptop,a1374401-ed75-4f29-9d38-9728133c28b4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,49.89162245400075,6.230348571651424e-06,1.248776500983848e-07,1.508940098446875,0.0,10.0,2.0094613081374758e-05,0.0,0.00013300401258888996,0.00015309862567026473,0.0,Sweden,SWE,stockholm county,,,Linux-6.18.12+kali-amd64-x86_64-with-glibc2.42,3.13.12,3.2.3,8,Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz,,,18.0651,59.3326,15.473670959472656,machine,1.0416666666666667,0,65.2,10.087726593017578,N,1.0,0.0
