timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-12T16:39:17,VGG16_split_after_full_features_Laptop,86440127-8e27-4ed8-bb2f-d1f84d62b4c4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,48.991371537000305,6.112478944950101e-06,1.247664385213977e-07,1.507741648828125,0.0,10.0,1.9702884673939474e-05,0.0,0.0001304993255472204,0.00015020221022115987,0.0,Sweden,SWE,stockholm county,,,Linux-6.18.12+kali-amd64-x86_64-with-glibc2.42,3.13.12,3.2.3,8,Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz,,,18.0651,59.3326,15.473670959472656,machine,5.319148936170213,0,64.35106382978724,9.955914111847573,N,1.0,0.0
